prompt,template_id,token_length,n_layers,ftle_final,ftle_final_std,expansive_frac,entropy,top1_prob,label,prompt_idx
Name the writer who is the author of the literary work War and Peace.,name the writer who is the author of the literary work <e> and <e>.,44,23,0.10777530469109378,0.016467769170599618,0.7989130434782609,1.6150438785552979,0.7319357991218567,factual,158
State the official capital city of the nation of Paraguay in one word.,state the official capital city of the nation of <e> in one word.,44,23,0.12287229130687553,0.005525737287906508,0.7663043478260869,0.2661520540714264,0.9698265790939331,factual,159
"In one short sentence, explain what the term fermentation means in natural science.","in one short sentence, explain what the term fermentation means in natural science.",44,23,0.10044402472785718,0.007310115294591721,0.7880434782608696,0.4385434687137604,0.9310992956161499,factual,160
"In one short sentence, explain what the term gravity means in natural science.","in one short sentence, explain what the term gravity means in natural science.",44,23,0.08814413032240545,0.003411809081919585,0.7826086956521738,0.25924864411354065,0.9518699645996094,factual,161
"In one short sentence, explain what the term combustion means in natural science.","in one short sentence, explain what the term combustion means in natural science.",44,23,0.09591241384639702,0.003021165219534968,0.782608695652174,0.9479600191116333,0.7190089821815491,factual,162
Which position from the Sun does the planet Neptune occupy in the Solar System?,which position from the <e> does the planet <e> occupy in the <e> <e>?,44,23,0.09404699374371682,0.005957674412395408,0.8260869565217391,1.3219350576400757,0.7086116075515747,factual,163
"Which continent is the country called Paraguay part of, in one word?","which continent is the country called <e> part of, in one word?",44,23,0.1094614005561119,0.006973912030226589,0.8043478260869565,0.1259133219718933,0.9839012026786804,factual,164
Is the country of Canada located mainly in the northern or the southern hemisphere?,is the country of <e> located mainly in the northern or the southern hemisphere?,44,23,0.08911496591820299,0.013177029083443403,0.782608695652174,1.4593943357467651,0.5271672606468201,factual,165
"In one short sentence, explain what the term inertia means in natural science.","in one short sentence, explain what the term inertia means in natural science.",44,23,0.09339198454530855,0.006746681437165086,0.7717391304347826,0.23851661384105682,0.9674873948097229,factual,166
Which position from the Sun does the planet Mars occupy in the Solar System?,which position from the <e> does the planet <e> occupy in the <e> <e>?,44,23,0.08310006354668015,0.009614613484481362,0.8206521739130435,1.8477312326431274,0.4276339113712311,factual,167
Is the country of Latvia located mainly in the northern or the southern hemisphere?,is the country of <e> located mainly in the northern or the southern hemisphere?,44,23,0.09231252268615076,0.004804419955189601,0.8097826086956522,1.4835014343261719,0.586943507194519,factual,168
Which position from the Sun does the planet Mercury occupy in the Solar System?,which position from the <e> does the planet <e> occupy in the <e> <e>?,44,23,0.09145473004254089,0.004736021991090048,0.8206521739130435,0.8269198536872864,0.8651967644691467,factual,169
Is the country of Switzerland located mainly in the northern or the southern hemisphere?,is the country of <e> located mainly in the northern or the southern hemisphere?,44,23,0.0889529900851266,0.004019285226326605,0.7934782608695652,1.1793854236602783,0.6537681818008423,factual,170
Which position from the Sun does the planet Earth occupy in the Solar System?,which position from the <e> does the planet <e> occupy in the <e> <e>?,44,23,0.08663560148434167,0.00894899090402328,0.8152173913043479,1.6448757648468018,0.4584650695323944,factual,171
Is the country of Iceland located mainly in the northern or the southern hemisphere?,is the country of <e> located mainly in the northern or the southern hemisphere?,44,23,0.09001824167894287,0.011893139101952804,0.8043478260869565,1.1545870304107666,0.6961274743080139,factual,172
Which position from the Sun does the planet Saturn occupy in the Solar System?,which position from the <e> does the planet <e> occupy in the <e> <e>?,44,23,0.09254860733430187,0.007979142086588344,0.8043478260869565,0.7536372542381287,0.857284426689148,factual,173
Is the country of Paraguay located mainly in the northern or the southern hemisphere?,is the country of <e> located mainly in the northern or the southern hemisphere?,45,23,0.08253615365852766,0.008564785026986672,0.8423913043478262,1.4107825756072998,0.44202113151550293,factual,174
"In one short sentence, explain what the term refraction means in natural science.","in one short sentence, explain what the term refraction means in natural science.",45,23,0.0890986705519744,0.004356855932285552,0.7880434782608696,0.4979809522628784,0.9165498614311218,factual,175
State whether the country called Poland lies mainly north or south of the equator.,state whether the country called <e> lies mainly north or south of the equator.,45,23,0.08551095413104787,0.007270541595634833,0.8206521739130435,1.2571367025375366,0.7709332704544067,factual,176
Name the writer who is the author of the literary work Ulysses.,name the writer who is the author of the literary work <e>.,45,23,0.10776066006249735,0.014905004704291496,0.7934782608695652,1.629461646080017,0.7026306390762329,factual,177
Name the writer who is the author of the literary work Don Quixote.,name the writer who is the author of the literary work <e> <e>.,45,23,0.10844093890854686,0.012772487864707574,0.7989130434782609,1.4358162879943848,0.6995086669921875,factual,178
"In one short sentence, explain what the term evaporation means in natural science.","in one short sentence, explain what the term evaporation means in natural science.",45,23,0.09078308744692701,0.0019905237354745434,0.7934782608695652,0.2688794732093811,0.9487113356590271,factual,179
Which position from the Sun does the planet Uranus occupy in the Solar System?,which position from the <e> does the planet <e> occupy in the <e> <e>?,45,23,0.08972294778556554,0.00661244718539709,0.8097826086956521,1.0909109115600586,0.7121911644935608,factual,180
"In one short sentence, explain what the term magnetism means in natural science.","in one short sentence, explain what the term magnetism means in natural science.",45,23,0.08466976056226512,0.005574218099745494,0.7717391304347826,0.18271289765834808,0.9733320474624634,factual,181
"In one short sentence, explain what the term condensation means in natural science.","in one short sentence, explain what the term condensation means in natural science.",45,23,0.09329474020162673,0.006963219136609131,0.7989130434782609,0.1171068623661995,0.985119640827179,factual,182
"In one short sentence, explain what the term photosynthesis means in natural science.","in one short sentence, explain what the term photosynthesis means in natural science.",45,23,0.09106124501190054,0.002098718150844844,0.7771739130434783,0.07769101858139038,0.9911729693412781,factual,183
"In one short sentence, explain what the term natural selection means in natural science.","in one short sentence, explain what the term natural selection means in natural science.",45,23,0.08191296482527909,0.009404138336142492,0.7771739130434783,0.14014892280101776,0.9796582460403442,factual,184
"In one short sentence, explain what the term respiration means in natural science.","in one short sentence, explain what the term respiration means in natural science.",45,23,0.09400835990408132,0.007314981732503468,0.7934782608695652,0.15459135174751282,0.9758968353271484,factual,185
Give a one-sentence definition of the scientific term plate tectonics.,give a one-sentence definition of the scientific term plate tectonics.,45,23,0.08573989689344741,0.0038674262944550365,0.7771739130434783,0.16610653698444366,0.9738151431083679,factual,186
State whether the country called Indonesia lies mainly north or south of the equator.,state whether the country called <e> lies mainly north or south of the equator.,45,23,0.09055498904313317,0.009050679989851259,0.8097826086956521,2.362840175628662,0.420246422290802,factual,187
State whether the country called Latvia lies mainly north or south of the equator.,state whether the country called <e> lies mainly north or south of the equator.,45,23,0.09562682896475364,0.008229075603951277,0.8043478260869565,1.3391470909118652,0.7769634127616882,factual,188
State whether the country called Singapore lies mainly north or south of the equator.,state whether the country called <e> lies mainly north or south of the equator.,45,23,0.08789524624147538,0.007233743272893847,0.7934782608695652,1.2659690380096436,0.7695735692977905,factual,189
State whether the country called Romania lies mainly north or south of the equator.,state whether the country called <e> lies mainly north or south of the equator.,45,23,0.08760445339270251,0.0073207160053493205,0.8152173913043479,2.8499536514282227,0.27081581950187683,factual,190
State whether the country called Paraguay lies mainly north or south of the equator.,state whether the country called <e> lies mainly north or south of the equator.,46,23,0.083290245317569,0.010999121565751934,0.7826086956521738,1.448900580406189,0.6728501319885254,factual,191
"In one short sentence, explain what the term osmosis means in natural science.","in one short sentence, explain what the term osmosis means in natural science.",46,23,0.0952128013035155,0.007360502561791526,0.7771739130434783,0.9323155283927917,0.8162466287612915,factual,192
Name the writer who is the author of the literary work 1984.,name the writer who is the author of the literary work #.,46,23,0.0963604146876581,0.01306909303664474,0.7989130434782609,1.9700579643249512,0.6282091736793518,factual,193
"Which single city is the most populous one in the country of Argentina, by resident population?","which single city is the most populous one in the country of <e>, by resident population?",47,23,0.08624033993700708,0.006681079347666896,0.8097826086956522,2.002086639404297,0.5587747097015381,factual,194
"Which single city is the most populous one in the country of Croatia, by resident population?","which single city is the most populous one in the country of <e>, by resident population?",47,23,0.09215420682356906,0.007097861114499917,0.8152173913043478,2.07081937789917,0.43991753458976746,factual,195
"Which single city is the most populous one in the country of Peru, by resident population?","which single city is the most populous one in the country of <e>, by resident population?",47,23,0.0876615980739909,0.011962675676773307,0.798913043478261,2.0370585918426514,0.537343442440033,factual,196
"Which single city is the most populous one in the country of Romania, by resident population?","which single city is the most populous one in the country of <e>, by resident population?",47,23,0.08406792291008486,0.0091166702806248,0.8043478260869565,2.098076581954956,0.48904839158058167,factual,197
"Which single city is the most populous one in the country of Kenya, by resident population?","which single city is the most populous one in the country of <e>, by resident population?",47,23,0.08804264666485527,0.010161689911287441,0.7880434782608695,2.078273296356201,0.4941621422767639,factual,198
"Which single city is the most populous one in the country of Paraguay, by resident population?","which single city is the most populous one in the country of <e>, by resident population?",48,23,0.08407249149719725,0.012360663688320662,0.8043478260869565,2.0424091815948486,0.3645867109298706,factual,199
Java: sort numbers.,java: sort numbers.,34,23,0.08443622915288136,0.006784550002972684,0.798913043478261,1.7801802158355713,0.42444342374801636,coding,0
Python: count vowels.,python: count vowels.,34,23,0.0849287627644578,0.01064294987150085,0.8152173913043478,1.5738672018051147,0.39224979281425476,coding,1
Python: trim whitespace.,python: trim whitespace.,34,23,0.09263669027832921,0.006695468128097404,0.7989130434782609,1.598501443862915,0.4990572929382324,coding,2
JavaScript: count vowels.,javascript: count vowels.,34,23,0.09600576120227736,0.008165296437551695,0.8369565217391304,1.8302547931671143,0.378388375043869,coding,3
JavaScript: remove duplicates.,javascript: remove duplicates.,34,23,0.08973943391412778,0.00397717174550797,0.8152173913043479,1.984917402267456,0.3369544744491577,coding,4
Java: find the average.,java: find the average.,35,23,0.08241339781993628,0.005834260652762004,0.8152173913043479,1.5616271495819092,0.4069332480430603,coding,5
Ruby: check a palindrome.,ruby: check a palindrome.,35,23,0.09519130102723439,0.007587179338269815,0.8097826086956522,1.9025142192840576,0.41133543848991394,coding,6
Ruby: implement binary search.,ruby: implement binary search.,35,23,0.08629637963607731,0.008133403096948566,0.7445652173913043,1.532631278038025,0.4131661057472229,coding,7
Go: check a palindrome.,go: check a palindrome.,35,23,0.09148537041014199,0.004675978954406296,0.8152173913043478,3.0832345485687256,0.2076300084590912,coding,8
Java: reverse a string.,java: reverse a string.,35,23,0.08680345366597689,0.008271281822100905,0.7880434782608696,1.3038685321807861,0.42755410075187683,coding,9
Ruby: split on commas.,ruby: split on commas.,35,23,0.09642382629448548,0.003997327938622053,0.8315217391304348,1.6160345077514648,0.46157974004745483,coding,10
JavaScript: merge overlapping intervals.,javascript: merge overlapping intervals.,35,23,0.09052847866543215,0.006511384299600662,0.8043478260869565,2.2900166511535645,0.36438095569610596,coding,11
JavaScript: flatten a list.,javascript: flatten a list.,35,23,0.08769276699224104,0.005444291121012874,0.8043478260869565,2.0531628131866455,0.24332638084888458,coding,12
Python: square each element.,python: square each element.,35,23,0.08629958418296126,0.009147654077963622,0.7771739130434783,1.468724250793457,0.3850524425506592,coding,13
Python: filter even numbers.,python: filter even numbers.,35,23,0.08674830716507906,0.011235585415241847,0.8043478260869565,1.481299877166748,0.3815377354621887,coding,14
JavaScript: round to two decimals.,javascript: round to two decimals.,36,23,0.09088472009338916,0.006219735814238785,0.8260869565217391,1.90288245677948,0.28932031989097595,coding,15
C++: split on commas.,c++: split on commas.,36,23,0.08411165675122276,0.0066629892719146395,0.8097826086956522,1.5296683311462402,0.4039802551269531,coding,16
TypeScript: find the average.,typescript: find the average.,36,23,0.09332147402421392,0.00845635728840644,0.8260869565217391,1.7310171127319336,0.31433457136154175,coding,17
JavaScript: compute the moving maximum.,javascript: compute the moving maximum.,36,23,0.08883558821573626,0.0027191925739929994,0.7880434782608696,2.055116891860962,0.29638800024986267,coding,18
Write Ruby code to count vowels.,write <e> code to count vowels.,36,23,0.0865275917377693,0.010231356127440213,0.8315217391304348,0.9053646326065063,0.7091806530952454,coding,19
TypeScript: split on commas.,typescript: split on commas.,36,23,0.09309937023272882,0.00753428603176931,0.8315217391304348,1.7170000076293945,0.44334426522254944,coding,20
Rust: implement binary search.,rust: implement binary search.,36,23,0.0947491729713258,0.010821184567267331,0.8152173913043479,1.8409110307693481,0.40741342306137085,coding,21
Kotlin: sum a list.,kotlin: sum a list.,36,23,0.08580651193446884,0.00711037974560563,0.7663043478260869,1.420867919921875,0.4339297413825989,coding,22
Kotlin: check primality.,kotlin: check primality.,36,23,0.09310816561333043,0.00493033539084851,0.7989130434782609,1.7487187385559082,0.38937580585479736,coding,23
Kotlin: square each element.,kotlin: square each element.,36,23,0.0925647800133688,0.01072624249657364,0.8097826086956522,1.5258841514587402,0.3315698504447937,coding,24
Python: round to two decimals.,python: round to two decimals.,36,23,0.09200802072965023,0.014345754934652453,0.8260869565217391,1.7091617584228516,0.33991146087646484,coding,25
Java: compute a rolling average.,java: compute a rolling average.,36,23,0.08420215467549565,0.0060544751964239935,0.7934782608695652,1.6869956254959106,0.4177645146846771,coding,26
Rust: merge two lists.,rust: merge two lists.,36,23,0.08745211208980792,0.0039342401658788865,0.8260869565217391,1.7658216953277588,0.3545958995819092,coding,27
TypeScript: filter even numbers.,typescript: filter even numbers.,36,23,0.09711511455014939,0.004309676508081247,0.7880434782608696,1.444404125213623,0.42647191882133484,coding,28
Rust: square each element.,rust: square each element.,36,23,0.08989429754129696,0.011461034880072402,0.8097826086956521,1.5748622417449951,0.5019127130508423,coding,29
TypeScript: title-case a string.,typescript: title-case a string.,37,23,0.10254061850678628,0.006142792493791308,0.8315217391304348,1.6339689493179321,0.5579869151115417,coding,30
Write C++ code to count words.,write c++ code to count words.,37,23,0.08681865477145884,0.012555442568549157,0.7989130434782609,1.018425464630127,0.6784783005714417,coding,31
Kotlin: compute the moving maximum.,kotlin: compute the moving maximum.,37,23,0.09300354071266298,0.007815384993168915,0.8315217391304348,1.564816951751709,0.4531985819339752,coding,32
Rust: encode run-length sequences.,rust: encode run-length sequences.,37,23,0.095984734064589,0.011802816746323757,0.7989130434782609,1.8845947980880737,0.49885666370391846,coding,33
TypeScript: compute the moving maximum.,typescript: compute the moving maximum.,37,23,0.0905682761149036,0.008107114638622986,0.7934782608695652,1.697511911392212,0.34411782026290894,coding,34
Write C++ code to count vowels.,write c++ code to count vowels.,37,23,0.08368522691318958,0.010449360783162377,0.798913043478261,1.0098023414611816,0.7017982602119446,coding,35
Write Go code to compute a factorial.,write <e> code to compute a factorial.,37,23,0.08899590975980834,0.011660628856074105,0.8097826086956522,1.2154645919799805,0.6268998980522156,coding,36
C++: compute a running median.,c++: compute a running median.,37,23,0.09312864932936414,0.006225164924157724,0.7934782608695652,2.5014288425445557,0.28539738059043884,coding,37
Rust: compute a running median.,rust: compute a running median.,37,23,0.09380180203499325,0.005608318095382046,0.7880434782608695,2.7033166885375977,0.20795857906341553,coding,38
Write Ruby code to check primality.,write <e> code to check primality.,37,23,0.08850856571890259,0.009785341402717737,0.8097826086956521,1.0665273666381836,0.6731240153312683,coding,39
Ruby: detect outliers in a numeric list.,ruby: detect outliers in a numeric list.,38,23,0.09250727905581145,0.005706975085660192,0.8260869565217391,2.117222309112549,0.3561597466468811,coding,40
JavaScript: compute the Levenshtein distance.,javascript: compute the <e> distance.,39,23,0.08946150921464543,0.0067363571208677465,0.8043478260869565,1.1957058906555176,0.7186736464500427,coding,41
Python: topologically sort a list of tasks.,python: topologically sort a list of tasks.,39,23,0.08975090556438961,0.010094059943138738,0.8043478260869565,1.9458303451538086,0.3873443305492401,coding,42
Python: compute the Levenshtein distance.,python: compute the <e> distance.,39,23,0.08857358112630488,0.009614281536199183,0.7880434782608696,1.2155665159225464,0.6637043952941895,coding,43
JavaScript: topologically sort a list of tasks.,javascript: topologically sort a list of tasks.,39,23,0.09142083953430624,0.005967626645103822,0.8206521739130435,1.9735677242279053,0.4043606221675873,coding,44
Write C++ code to encode run-length sequences.,write c++ code to encode run-length sequences.,39,23,0.0861645178313307,0.008834054141958453,0.7934782608695652,1.7617930173873901,0.4172150790691376,coding,45
Write JavaScript code to find the longest common prefix.,write <e> code to find the longest common prefix.,39,23,0.08196378757209226,0.008569746406293242,0.8043478260869565,1.3850151300430298,0.5207670331001282,coding,46
Go: compute the Levenshtein distance.,go: compute the <e> distance.,39,23,0.09646335218073375,0.011001287322087173,0.7826086956521738,1.9423484802246094,0.3562086522579193,coding,47
Write JavaScript code to parse a simple query string.,write <e> code to parse a simple query string.,39,23,0.08168426355651946,0.007845022286697168,0.8478260869565217,1.5904784202575684,0.3929285407066345,coding,48
"In C++, write a function to count vowels.","in c++, write a function to count vowels.",39,23,0.07938591424230071,0.008532846643383135,0.7989130434782609,1.3294318914413452,0.6108823418617249,coding,49
JavaScript: find the missing number in a sequence.,javascript: find the missing number in a sequence.,39,23,0.0885518036994046,0.004810179873371132,0.7989130434782609,2.317337989807129,0.2571324110031128,coding,50
"In TypeScript, write a function to fizzbuzz.","in <e>, write a function to fizzbuzz.",39,23,0.08805346142780528,0.004601297415717485,0.782608695652174,1.511895775794983,0.4568316638469696,coding,51
Rust: detect outliers in a numeric list.,rust: detect outliers in a numeric list.,39,23,0.0856453618034528,0.0027113759436588774,0.8206521739130435,2.092092514038086,0.255986750125885,coding,52
Go: topologically sort a list of tasks.,go: topologically sort a list of tasks.,39,23,0.0903516539001456,0.005964794684195089,0.7880434782608695,1.807293176651001,0.3380565047264099,coding,53
"In Java, write a function to remove duplicates.","in <e>, write a function to remove duplicates.",39,23,0.08155310321462236,0.011587198849019039,0.782608695652174,1.3527649641036987,0.5723536014556885,coding,54
"In TypeScript, write a function to count vowels.","in <e>, write a function to count vowels.",39,23,0.08989423926866649,0.009697489407783104,0.8315217391304348,1.5084648132324219,0.5018978714942932,coding,55
Java: find the missing number in a sequence.,java: find the missing number in a sequence.,39,23,0.08307527896764128,0.010510501297477695,0.8315217391304348,1.9527169466018677,0.4259495437145233,coding,56
Write C++ code to parse a simple query string.,write c++ code to parse a simple query string.,40,23,0.08076685531705266,0.0044191825884496196,0.7989130434782609,1.523951768875122,0.43693163990974426,coding,57
"Using Ruby, implement a small function to trim whitespace.","using <e>, implement a small function to trim whitespace.",40,23,0.0866325653558271,0.009706354994105562,0.8152173913043478,1.2414623498916626,0.6003379821777344,coding,58
"In TypeScript, write a function to find the maximum.","in <e>, write a function to find the maximum.",40,23,0.08999196230651318,0.007960163116419354,0.8206521739130435,1.5903266668319702,0.4164716899394989,coding,59
"In Python, write a function to filter even numbers.","in <e>, write a function to filter even numbers.",40,23,0.08191263584234804,0.01334049862205162,0.8043478260869565,0.8982250690460205,0.7518135905265808,coding,60
"Using JavaScript, implement a small function to count words.","using <e>, implement a small function to count words.",40,23,0.08063171793982257,0.006465318897630871,0.8152173913043478,1.1789658069610596,0.5796478986740112,coding,61
TypeScript: compute the Levenshtein distance.,typescript: compute the <e> distance.,40,23,0.08973552750399932,0.004928878687515524,0.7934782608695652,1.5865046977996826,0.4631219804286957,coding,62
"In Kotlin, write a function to reverse a list.","in <e>, write a function to reverse a list.",40,23,0.0794155215881897,0.007729749215938152,0.7880434782608696,1.2038488388061523,0.6225380897521973,coding,63
Rust: compute the Levenshtein distance.,rust: compute the <e> distance.,40,23,0.08739486650447542,0.008233770142180097,0.7608695652173914,1.5283105373382568,0.529906690120697,coding,64
Ruby: implement a least-recently-used cache.,ruby: implement a least-recently-used cache.,40,23,0.09357147111136903,0.00921629419213163,0.782608695652174,2.1249208450317383,0.4644300639629364,coding,65
"In C++, write a function to flatten a list.","in c++, write a function to flatten a list.",40,23,0.08584312110693507,0.0074192923193136095,0.7934782608695652,1.4562233686447144,0.5790878534317017,coding,66
Rust: find the missing number in a sequence.,rust: find the missing number in a sequence.,40,23,0.08100389294114906,0.00911056856965156,0.7880434782608696,2.2759153842926025,0.2453850656747818,coding,67
TypeScript: find the missing number in a sequence.,typescript: find the missing number in a sequence.,40,23,0.09442247268697518,0.011590112862372165,0.8097826086956522,2.0235233306884766,0.40925663709640503,coding,68
Kotlin: topologically sort a list of tasks.,kotlin: topologically sort a list of tasks.,40,23,0.09715345346953139,0.008436964085346338,0.8097826086956521,2.0214684009552,0.3430083990097046,coding,69
"In C++, write a function to reverse a list.","in c++, write a function to reverse a list.",40,23,0.09104402807888423,0.01153695331238132,0.7934782608695652,1.2662618160247803,0.6288129687309265,coding,70
"In Kotlin, write a function to validate balanced brackets.","in <e>, write a function to validate balanced brackets.",40,23,0.08736413706711893,0.006052576820713403,0.7934782608695652,1.2145801782608032,0.6376320719718933,coding,71
Write C++ code to deduplicate records by key.,write c++ code to deduplicate records by key.,40,23,0.08433132543479277,0.005056370956910825,0.7717391304347827,1.8741012811660767,0.32724931836128235,coding,72
"In Rust, write a function to square each element.","in <e>, write a function to square each element.",40,23,0.07930185683435131,0.007768166058233922,0.8315217391304348,1.2823821306228638,0.6023041605949402,coding,73
Python: implement a least-recently-used cache.,python: implement a least-recently-used cache.,40,23,0.09142103673163603,0.007841668264488835,0.7554347826086956,1.9669404029846191,0.4462123215198517,coding,74
"In C++, write a function to swap two variables.","in c++, write a function to swap two variables.",40,23,0.08465672056200943,0.006023980376750136,0.8152173913043479,1.0996097326278687,0.6773069500923157,coding,75
"In Java, write a function to implement binary search.","in <e>, write a function to implement binary search.",40,23,0.09191292893481341,0.008545271792081064,0.7934782608695652,1.0323600769042969,0.6577032208442688,coding,76
"Using Rust, implement a small function to count vowels.","using <e>, implement a small function to count vowels.",40,23,0.08145194205172454,0.0029831336664127754,0.8315217391304348,1.4000447988510132,0.526278555393219,coding,77
"In Kotlin, write a function to sum a list.","in <e>, write a function to sum a list.",40,23,0.07850318867980499,0.004306991626142201,0.8097826086956521,1.3543217182159424,0.5506555438041687,coding,78
"In C++, write a function to join with dashes.","in c++, write a function to join with dashes.",40,23,0.08265759757952723,0.007531806881192228,0.7880434782608696,1.4257755279541016,0.5594144463539124,coding,79
Kotlin: find the missing number in a sequence.,kotlin: find the missing number in a sequence.,40,23,0.09266585702321703,0.008430838487463111,0.8369565217391304,2.024327039718628,0.30783557891845703,coding,80
"In Python, write a function to check a palindrome.","in <e>, write a function to check a palindrome.",40,23,0.08433258464387149,0.008799851362503592,0.7989130434782609,1.2163597345352173,0.6331034302711487,coding,81
"In Ruby, write a function to join with dashes.","in <e>, write a function to join with dashes.",40,23,0.07881609420795493,0.008223098430890273,0.7771739130434783,1.097557544708252,0.6573848128318787,coding,82
Write C++ code to find the longest common prefix.,write c++ code to find the longest common prefix.,40,23,0.08112784959754517,0.007888091488041902,0.8043478260869565,1.2178709506988525,0.672947883605957,coding,83
"In C++, write a function to merge two lists.","in c++, write a function to merge two lists.",40,23,0.08658080556200973,0.007502587872672815,0.7880434782608695,1.5025737285614014,0.5227222442626953,coding,84
"Using C++, implement a small function to count words.","using c++, implement a small function to count words.",40,23,0.08355404378914523,0.01048690017789297,0.8097826086956521,1.2462859153747559,0.5782142281532288,coding,85
"In Python, write a function to find the minimum.","in <e>, write a function to find the minimum.",40,23,0.08084710930670234,0.007383104464310414,0.8043478260869565,1.2891775369644165,0.6026119589805603,coding,86
Write JavaScript code to detect outliers in a numeric list.,write <e> code to detect outliers in a numeric list.,40,23,0.0868276187041348,0.008804148267778188,0.782608695652174,1.8666796684265137,0.4779737889766693,coding,87
"In C++, write a function to split on commas.","in c++, write a function to split on commas.",40,23,0.07981185999634144,0.007046648926317697,0.7934782608695652,1.2213618755340576,0.6434729695320129,coding,88
"In Python, write a function to swap two variables.","in <e>, write a function to swap two variables.",40,23,0.08115856068205432,0.005010310866538429,0.7934782608695652,0.9179229140281677,0.7339015007019043,coding,89
"Using TypeScript, implement a small function to reverse a string.","using <e>, implement a small function to reverse a string.",41,23,0.08411923355241284,0.006046495347439857,0.8369565217391305,1.2278785705566406,0.4967508614063263,coding,90
"Using C++, implement a small function to merge two lists.","using c++, implement a small function to merge two lists.",41,23,0.08529863408600585,0.0088192593075931,0.8043478260869565,1.3011212348937988,0.5207476615905762,coding,91
"Using Rust, implement a small function to find the average.","using <e>, implement a small function to find the average.",41,23,0.07965339588776622,0.006283885471429443,0.8043478260869565,1.4362026453018188,0.5278447270393372,coding,92
Rust: implement a least-recently-used cache.,rust: implement a least-recently-used cache.,41,23,0.0959841260798921,0.008233436509184313,0.7934782608695652,1.9115567207336426,0.5297185182571411,coding,93
"Using Kotlin, implement a small function to filter even numbers.","using <e>, implement a small function to filter even numbers.",41,23,0.08167781126983623,0.0064259669739541074,0.8097826086956522,1.2148988246917725,0.5971357226371765,coding,94
Write C++ code to find connected components in a graph.,write c++ code to find connected components in a graph.,41,23,0.0864261201366938,0.010126388060648524,0.798913043478261,1.6733465194702148,0.5351306796073914,coding,95
"Using Python, implement a small function to compute a factorial.","using <e>, implement a small function to compute a factorial.",41,23,0.08510228010604952,0.0068327659704441315,0.8206521739130435,1.1717768907546997,0.6044597029685974,coding,96
"Using Go, implement a small function to check primality.","using <e>, implement a small function to check primality.",41,23,0.08654646604834604,0.008149934937270082,0.8152173913043479,1.5090038776397705,0.46872901916503906,coding,97
Write C++ code to detect outliers in a numeric list.,write c++ code to detect outliers in a numeric list.,41,23,0.08500509337381973,0.00494022497314007,0.8097826086956522,1.7426750659942627,0.5543309450149536,coding,98
"In Python, write a function to compute the moving maximum.","in <e>, write a function to compute the moving maximum.",41,23,0.07856601637961105,0.00966757133808973,0.7880434782608696,1.1140203475952148,0.7015843391418457,coding,99
"Using Kotlin, implement a small function to square each element.","using <e>, implement a small function to square each element.",41,23,0.07921079394955446,0.00748842183756756,0.7934782608695652,1.2775717973709106,0.5404915809631348,coding,100
"In C++, write a function to encode run-length sequences.","in c++, write a function to encode run-length sequences.",41,23,0.08397177420872244,0.006830199472704828,0.8152173913043479,1.9004368782043457,0.3857323229312897,coding,101
"Using C++, implement a small function to join with dashes.","using c++, implement a small function to join with dashes.",41,23,0.08372541485138182,0.0054463079530948835,0.8152173913043479,1.256351113319397,0.6065934300422668,coding,102
"Using C++, implement a small function to reverse a list.","using c++, implement a small function to reverse a list.",41,23,0.07945910874468033,0.00866407374070697,0.7934782608695652,1.1907519102096558,0.6003286838531494,coding,103
"In TypeScript, write a function to round to two decimals.","in <e>, write a function to round to two decimals.",41,23,0.08872790110368275,0.009882372644375628,0.7989130434782609,1.5966860055923462,0.45725932717323303,coding,104
"Using C++, implement a small function to split on commas.","using c++, implement a small function to split on commas.",41,23,0.08913308315459037,0.00906983336753607,0.8478260869565217,1.15090811252594,0.637944221496582,coding,105
"In C++, write a function to compute a rolling average.","in c++, write a function to compute a rolling average.",41,23,0.0798842552452157,0.0065417893966972,0.8043478260869565,1.1041676998138428,0.7262690663337708,coding,106
"In C++, write a function to compute the moving maximum.","in c++, write a function to compute the moving maximum.",41,23,0.08571420755735185,0.008206574401416119,0.8260869565217391,1.3550069332122803,0.6308996081352234,coding,107
"Using TypeScript, implement a small function to sum a list.","using <e>, implement a small function to sum a list.",41,23,0.08609794241820426,0.006693147280185192,0.8206521739130435,1.352308988571167,0.45635679364204407,coding,108
"In Go, write a function to compute a rolling average.","in <e>, write a function to compute a rolling average.",41,23,0.08176487636181232,0.00680662135574272,0.7934782608695652,1.078442096710205,0.7093452215194702,coding,109
"Using JavaScript, implement a small function to merge two lists.","using <e>, implement a small function to merge two lists.",41,23,0.08149132329704004,0.007950191205769846,0.8152173913043479,1.194704532623291,0.5220280885696411,coding,110
"In Rust, write a function to compute a running median.","in <e>, write a function to compute a running median.",41,23,0.09001605373801445,0.009660683297259257,0.8097826086956522,1.8267847299575806,0.47727757692337036,coding,111
Write Java code to topologically sort a list of tasks.,write <e> code to topologically sort a list of tasks.,41,23,0.08805089826564294,0.005787402263680848,0.7880434782608696,1.9048177003860474,0.33154070377349854,coding,112
"Using C++, implement a small function to find the maximum.","using c++, implement a small function to find the maximum.",41,23,0.08170290546362133,0.011403492527805602,0.8043478260869565,1.2733832597732544,0.5920257568359375,coding,113
"Using C++, implement a small function to filter even numbers.","using c++, implement a small function to filter even numbers.",41,23,0.08090735058827853,0.012648985284614047,0.8043478260869565,1.067892074584961,0.663597583770752,coding,114
