prompt,n_dim,depth,final_index,sigma_max,sigma_2,spectral_gap,stable_rank,participation_ratio_topk,topk_mass_fraction,frobenius_sq_est,lambda_max,lambda_bulk_pred,conv_residual,n_iter_subspace,rand_mean,rand_mean_sq,rand_rms,rand_p50,rand_p90,rand_p99,rand_max,n_probes,leading_over_rms,entropy,top1_prob,anisotropy_identity_relerr,fd_lead_growth_eps_1e-4,fd_lead_relerr_eps_1e-4,fd_lead_growth_eps_1e-3,fd_lead_relerr_eps_1e-3,fd_lead_growth_eps_1e-2,fd_lead_relerr_eps_1e-2,chi_fisher_max,chi_fisher_2,fisher_conv_residual,chi_fisher_along_hidden_lead,lead_alignment,label,prompt_idx,wall_s
2 km in metres?,30464,23,-2,595.6320336703169,414.5632056769027,0.6960055575291024,4.171554436514178,2.8902810187969785,0.4760514498743724,1479973.735588544,0.2778096992708303,0.0844181296036479,0.009056866338733068,8,6.855209052562714,48.58107062725,6.970012240107617,6.5273027420043945,8.38560152053833,10.027876853942871,10.199518203735352,16,85.45638273671595,0.889126181602478,0.7729538679122925,2.8694168002951914e-13,594.1346287727356,0.0025139764366839236,583.0154418945312,0.021181855680329188,489.66078758239746,0.17791394703021376,921.3055491900129,270.16507475919923,0.00018602332128025482,214.7388270087483,0.19042080143233236,reasoning,2,38.16774821281433
3 km in metres?,30464,23,-2,608.7789419204108,418.92912316872867,0.6881465410863324,3.6384653033178376,2.8573268957147087,0.5395960860089435,1348458.175757652,0.27875892245488726,0.08239503191539288,0.002340281951687116,8,6.578508585691452,44.26398948784309,6.653118779027103,6.406289577484131,7.896252155303955,8.138702917099,8.152713775634766,16,91.50279171918558,0.8323606252670288,0.7753463387489319,3.0067517356087353e-13,612.9629537463188,0.006872793288002692,622.2005486488342,0.02204676575389505,767.7248954772949,0.2610897693922924,988.584808936015,268.9800881954207,0.006285284535582037,179.22137348561762,0.04843152912796905,reasoning,3,37.08563685417175
9 km in metres?,30464,23,-2,620.5916047681477,434.25524884028835,0.6997439950908213,4.321977344783504,2.8706366442198186,0.4572998439917036,1664540.1629926339,0.2795944880138034,0.08697301146257679,0.020315153552745706,8,7.316559761762619,54.63957993016787,7.391859030728865,7.414339542388916,8.714275360107422,8.992281532287597,9.033442497253418,16,83.95609307322938,1.0659900903701782,0.6500042676925659,2.7083711025009007e-13,623.2744827866554,0.004323097505500478,630.704939365387,0.016296280064918976,734.4831466674805,0.18352091943280852,1340.5667791202775,282.01322265247956,0.0014925117449022586,198.75181133501545,0.14093321235543402,reasoning,4,36.16229605674744
17 km in metres?,31360,23,-2,605.9846908108965,428.608604325273,0.7072927927465148,4.267664399921971,2.8748974130831115,0.464570364975341,1567160.8191785926,0.27855890100269215,0.08503234065894569,0.035115207967191045,8,6.891625463962555,49.97324040748063,7.069175369693458,6.3513898849487305,8.730864524841309,11.258735370635986,11.649439811706543,16,85.72211879319784,0.912356972694397,0.676360547542572,2.8293756107471995e-13,605.5721640586853,0.0006807544125564799,596.660852432251,0.015386260610262015,527.5836944580078,0.12937784987270307,938.5865102363338,194.8760513703306,7.174847696702811e-05,70.68642405991187,0.005934535486749881,reasoning,5,37.881263971328735
57 mod 7?,31360,23,-2,791.1539370489504,617.7631764734494,0.7808381498773055,4.354989713397573,3.356452306122842,0.5526855791834384,2725894.9857935607,0.29015185041368724,0.09706562810534196,0.041327404606227795,8,9.165270149707794,86.9226717408661,9.323232901781768,9.16041898727417,11.321287631988525,13.168798303604126,13.473846435546875,16,84.85832601024777,1.3579869270324707,0.5186968445777893,2.1446130229267864e-13,792.185589671135,0.0013039846910610849,803.0105233192444,0.014986446650976301,835.8670234680176,0.056516291362777624,3266.3686405418557,561.2334626067241,0.0011725261169785502,453.006066382618,0.15498418414530385,reasoning,6,37.76505923271179
30 km in metres?,31360,23,-2,627.8750612832246,441.97880396894027,0.7039279487636313,3.5385727993652054,2.8355710495546083,0.5540328564870123,1395001.2665814166,0.2801017912901907,0.08250255231992472,0.002636407682338326,8,6.537998378276825,44.483458755784966,6.669592098156001,6.1590352058410645,8.40776252746582,9.475452709197997,9.592977523803711,16,94.1399491967019,0.9496473670005798,0.7257900834083557,3.000748671685838e-13,630.3069740533829,0.003873243134052913,637.0458006858826,0.014605994039507183,737.0893478393555,0.17394270499121778,1046.7506597765432,215.8535314500323,0.006905848901886811,139.57746637431543,0.023542861545852584,reasoning,7,38.16602277755737
26 mod 3?,31360,23,-2,737.8999698788626,675.7529573725972,0.9157785403942098,5.086737536389754,3.39816472645249,0.5292634483961649,2769710.1010568733,0.28712209883670614,0.09741227699052456,0.013398736333031023,8,9.178763389587402,88.3198374061503,9.397863449005326,8.639356136322021,11.4501051902771,13.351582288742065,13.636865615844727,16,78.51784332500424,1.4929745197296143,0.515052318572998,2.12582460730378e-13,740.3513044118881,0.003322041784915519,751.4728307723999,0.01839390357444443,792.279863357544,0.0736954813639693,2680.284467354457,733.9493223938819,0.09911976748413608,457.5416717126718,0.3102579982829207,reasoning,8,39.97839164733887
33 km in metres?,31360,23,-2,624.4275343966581,418.53547059779896,0.6702706840149204,3.924370566348157,2.731766952885133,0.47936153113650093,1530150.3296071736,0.27986240369726717,0.08451278410267031,0.008432707423118814,8,6.927006423473358,48.793058979820586,6.98520285888825,6.585306167602539,8.19104814529419,8.612597894668578,8.668636322021484,16,89.39289910557461,0.8562619090080261,0.7241944670677185,2.8624118330003394e-13,628.708004951477,0.006855031719501122,639.2401456832886,0.023721906018995296,804.1021347045898,0.2877429171689856,1075.8223145696795,185.2023623482622,4.4859643143172276e-05,102.57513920747282,0.04625520746742568,reasoning,9,41.19078183174133
48 mod 4?,31360,23,-2,757.4238429958205,626.2965084403731,0.8268772025490995,3.6903058430245674,3.383441834695886,0.6675278096268336,2117094.798946552,0.28825752152304635,0.09157101857613092,0.002404122042949218,8,8.146584063768387,67.50940047661199,8.21641043744846,8.160288333892822,9.408447265625,9.739944982528687,9.780832290649414,16,92.18427545240063,1.569280743598938,0.47222256660461426,2.431614963907011e-13,759.3907415866852,0.0025968268744816646,770.3226208686829,0.01702980173141126,799.279260635376,0.05526023246641634,2318.894514337859,711.6551558213381,3.811562277776288e-05,446.78230778675515,0.18145421679836365,reasoning,10,37.78615593910217
13 km in metres?,31360,23,-2,604.6160397560651,430.93798320838715,0.7127465281639735,3.6573152341915214,2.8947422999016297,0.5462073779188571,1336970.18876051,0.2784605918055279,0.08157887139692646,0.0019957206695653987,8,6.423427164554596,42.632977957924425,6.52939338360957,6.100274324417114,7.536689519882202,9.756279730796813,10.123950004577637,16,92.59911361348082,0.8855056166648865,0.6949584484100342,3.063258895368357e-13,604.5791506767273,6.101240607625027e-05,593.7563180923462,0.017961352246130116,515.4381275177002,0.14749511487380315,950.9154599274289,201.09900464898055,0.001436543574703997,65.54184471106308,0.014167930366626846,reasoning,11,37.7205069065094
11 mod 4?,31360,23,-2,726.203671186498,618.8698718496802,0.8521987651736147,5.103989603281864,3.6045392489239148,0.5232857978573094,2691700.0415807236,0.28642741366545726,0.09679119702635992,0.0013700721623522713,8,9.098944962024689,85.8322717340792,9.264570779808377,8.72831392288208,11.566882610321045,12.561702251434326,12.696961402893066,16,78.38503136800904,1.3530945777893066,0.4811994731426239,2.1611591814577017e-13,729.6670973300934,0.004769221474654202,747.879147529602,0.029847654594873946,849.4491577148438,0.16971201250880844,2033.1497438099939,606.0092974690041,5.944222130042717e-05,153.9112738812164,0.04043245862834036,reasoning,12,37.7527642250061
37 km in metres?,31360,23,-2,613.789131717424,416.90040176510456,0.6792241508066265,4.075662492860293,2.74589057955726,0.46473238285952095,1535453.2608615737,0.27911527980327444,0.084587993584789,0.005276614961824737,8,6.918431639671326,48.962157552983854,6.997296445984253,6.572798490524292,8.130676984786987,9.703432178497314,9.920003890991211,16,87.71804031106753,0.8406019806861877,0.7413449287414551,2.858107954820037e-13,616.0896271467209,0.0037480224240203936,627.8941631317139,0.02298025606094235,784.9708080291748,0.2788932997767043,1041.6886039781286,176.09904983595857,0.0022829748869485477,91.43502352130675,0.03510172670850916,reasoning,13,37.749735832214355
12 mod 7?,31360,23,-2,811.6179634442004,647.1504363553735,0.7973584438780906,5.035845264721185,3.3064140972169835,0.4773700451811459,3317230.718997371,0.29126216265556903,0.10133374777330655,0.018356501363468114,8,10.038259118795395,105.77904078435493,10.28489381492852,9.43603229522705,12.89515733718872,14.78690390586853,14.897231101989746,16,78.9135967807522,1.1505763530731201,0.5800482630729675,1.9439028302234157e-13,816.8637752532959,0.0064634003254859206,834.3495726585388,0.028007769958508545,921.721363067627,0.13565914578355204,3187.11328532717,439.1274126490942,0.014096210942261388,686.9080688128347,0.42060749929073116,reasoning,14,38.49732708930969
Thursday + 4 days = ?,32256,23,-2,716.0350132566126,530.947643887121,0.7415107279074343,4.2948577249480655,3.019378189149726,0.4905923365181807,2201999.9269066365,0.2858143072591917,0.09181341764434035,9.074756041547743e-05,8,8.114056259393692,68.26636678157975,8.262346324233798,8.033170700073242,10.409082889556885,11.488245391845703,11.548985481262207,16,86.6624303990219,1.0215669870376587,0.777164101600647,2.4207572361959875e-13,716.4348661899567,0.0005584265097951994,725.0357270240784,0.01257021458563796,752.5693893432617,0.05102316983143932,1431.1095597844771,323.52506800624286,5.143633076143467e-05,210.29452044887876,0.24834714851457473,reasoning,15,36.67829918861389
54 + 82?,32256,23,-2,714.585792393632,583.5216227992803,0.816587215993576,4.4191394621363305,3.15211169772383,0.5164096513419636,2256557.798827595,0.28572622015177324,0.09234547306219289,0.00017390667179276146,8,8.148846358060837,69.95776906087535,8.364076103245077,8.088442325592041,10.699961185455322,11.0483877658844,11.06214427947998,16,85.43511364229494,0.8083187937736511,0.8306363224983215,2.3911253584806744e-13,713.2972031831741,0.0018032673251752059,717.7504301071167,0.004428632289041424,737.3330116271973,0.031832733697894244,1509.7170924916572,184.55077600602624,1.883048999995734e-05,690.5306649861157,0.6458397481382939,reasoning,16,38.05757117271423
5% of 34?,32256,23,-2,798.5517026907783,642.3572073147443,0.8044027771154629,2.794196613735083,3.005726400869915,0.7748934914972824,1781816.7699003667,0.2905565093620949,0.08721053712104747,0.019996022340516784,8,7.344752907752991,55.2398552176453,7.432351930421843,7.253253221511841,8.788859844207764,9.603469276428223,9.722107887268066,16,107.44266554737094,0.9971179366111755,0.6213294863700867,2.691314721704523e-13,797.8444546461105,0.0008856634357983297,801.5390634536743,0.0037409735059482385,822.0772743225098,0.02946029862870538,2633.5180708395205,1899.367555258597,0.0031420731373160214,1519.0067631857578,0.2650467392471769,reasoning,17,38.80039310455322
Thursday + 3 days = ?,32256,23,-2,712.7432192269067,546.9881354668411,0.7674406724768894,5.677477996040466,3.063988066067968,0.3801736834445891,2884175.267109784,0.285613965835265,0.09768022165954039,0.0003284240411685175,8,9.209098845720291,89.41515585037773,9.455958748343699,8.316234111785889,11.984241008758545,13.995928049087524,14.338258743286133,16,75.37503474744696,1.0160776376724243,0.8040645122528076,2.1162968127890227e-13,713.6382907629013,0.001255812067865686,721.866250038147,0.012799884397547475,750.841474533081,0.053452988788161925,1217.6071732879636,313.0767495786363,0.0012847089003071657,234.01473196836287,0.2818027595087236,reasoning,18,38.66634821891785
19 + 77?,32256,23,-2,740.8369696546785,586.9475851159486,0.7922763160557955,3.7783797482471133,3.0944387377502225,0.5833603423710341,2073723.7329697493,0.28729480813600733,0.09050863266381307,0.00042854709202723646,8,7.899024605751038,64.28955025327843,8.018076468410515,7.839952230453491,9.822469234466553,10.392679023742676,10.445783615112305,16,92.39584737977036,0.5368684530258179,0.8905592560768127,2.4950666916381877e-13,741.579607129097,0.001002430365704737,743.980348110199,0.004243009709660841,758.878755569458,0.02435324727812818,1079.4602374849358,127.51278978963121,0.0022655345766074103,497.1553350768128,0.6400507349646487,reasoning,19,38.100273847579956
Capital of Westeros?,30464,23,-2,1142.3206920770137,505.70800412657,0.44270230560830587,2.874703421666382,1.8799201785710833,0.49167231066194866,3751190.6161501487,0.30612248552060844,0.10463658494790955,0.003125614109955931,8,10.742229640483856,123.13519617089511,11.096629946560132,9.930111408233643,14.950208187103271,16.724445343017578,16.91391372680664,16,102.94302843098966,2.230098247528076,0.4772617220878601,1.800577324187307e-13,1145.9828913211823,0.0032059291839577407,1177.8455972671509,0.031098889687049512,1386.9184494018555,0.2141235460596481,4885.066716398054,1241.6347485719668,0.0004146326684326728,3003.4522978192153,0.7226427976028416,hallucination_prone,0,37.24865198135376
airport code of Atlantis?,30464,23,-2,906.7810480458378,500.5817800068027,0.5520426139094801,3.9603340177095276,2.5968469804292664,0.4461683208294854,3256392.048302598,0.29608265298251535,0.10156151020044288,0.0030778074860938116,8,10.219377219676971,106.89312133346237,10.338912966722487,9.589891910552979,12.68398380279541,13.545026779174805,13.651883125305176,16,87.7056467120263,1.6299351453781128,0.6221715807914734,1.9355025256069585e-13,908.0279618501663,0.0013750991013935434,895.797610282898,0.012112557696932168,781.2453269958496,0.13844105070405288,3854.3431763975086,1534.3520284323056,0.011367902828416198,2090.5805963095786,0.5805501964044895,hallucination_prone,1,37.56937599182129
constitutional article of Atlantis?,30464,23,-2,689.8222865947737,535.744279996467,0.7766410137908193,6.3120064087588785,3.238980065810758,0.36165471957440287,3003598.4657054907,0.2841927829894958,0.09980479736517679,0.0005162218021802196,8,9.745555251836777,98.59501266102582,9.929502135607093,9.648792266845703,11.73597526550293,13.67190408706665,14.003000259399414,16,69.47199136208538,1.842234492301941,0.47750982642173767,2.0125743371173065e-13,691.2597268819809,0.0020837834832837334,696.5300440788269,0.009723892101493648,743.1505680084229,0.07730727529389904,796.3274933560865,551.4451376572397,2.9680734885698117e-06,554.1469827389692,0.5870234302301338,hallucination_prone,2,37.72397017478943
official GDP of Atlantis?,30464,23,-2,650.7208973365108,549.6187684798747,0.8446305792998784,5.55366544023992,3.1708193109312126,0.4223570419053879,2351631.244113115,0.2816556878760077,0.09448519248156897,0.004657498556849059,8,8.709751665592194,77.19377770854501,8.785998959056677,8.527056694030762,10.28834581375122,11.303100395202637,11.360762596130371,16,74.06339340225718,1.7612853050231934,0.4443244934082031,2.276478210256918e-13,653.0316919088364,0.0035511301109030853,657.1937203407288,0.00994715711561146,693.268632888794,0.0653855373731453,570.12727261363,300.5434154430071,0.00727753193389144,371.89149938397406,0.7249923776308873,hallucination_prone,3,38.07268786430359
public debt of Atlantis?,30464,23,-2,743.5326467670734,670.1194023462853,0.9012642622486121,5.908608067029717,3.475256015379635,0.4465889221089493,3266519.5918055414,0.28745272497863505,0.10162901507502989,0.0008627035762704261,8,10.242598056793213,107.22556433185207,10.354977756221984,9.874349117279053,12.679674625396729,13.374317598342895,13.487733840942383,16,71.80436928705481,2.3420159816741943,0.32856470346450806,1.9315793284992106e-13,744.4649189710617,0.0012538416544880463,749.7794032096863,0.00840145549731294,766.0647869110107,0.03030417055916572,1865.0170357506786,542.29929227197,0.003389940101587631,1175.0138003929994,0.7599150614760358,hallucination_prone,4,38.52316999435425
official census population of Atlantis?,31360,23,-2,669.7409314844134,556.4225234256643,0.8308026242212924,4.4403588368202715,2.9362451600174744,0.486354979541615,1991735.9012587592,0.28290830296447245,0.09024410117790241,0.013162490515410128,8,7.853488713502884,63.51198664728186,7.9694407989069,7.450372695922852,9.711589336395264,10.51382131576538,10.565099716186523,16,84.03863563127189,1.7816364765167236,0.3842047154903412,2.5111739573712765e-13,671.8815863132477,0.0031962430966996783,705.0842046737671,0.05277155916246423,985.4816436767578,0.4714370846239551,664.7402073534415,310.97143270310386,0.0004962150510382599,507.95015920449566,0.8327599792769357,hallucination_prone,5,41.02889394760132
ISO country code of Atlantis?,31360,23,-2,828.3709219665786,481.12616220670424,0.5808100567611608,4.729240913696049,2.582675409623851,0.3733937085445382,3245197.474226302,0.2921504794549881,0.10085648449408188,0.0016258772295574045,8,10.021529227495193,103.48206231588973,10.172613347409294,10.110543727874756,12.166489601135254,13.879212427139281,14.096351623535156,16,81.43147622704663,2.5545413494110107,0.3157070577144623,1.9668204212472403e-13,829.7447115182877,0.0016584231957920523,824.0642547607422,0.005198959900248887,758.7289333343506,0.08407102034303146,4465.055530789991,598.4884495615719,0.00047208439988469594,3560.800906537688,0.8838402507279937,hallucination_prone,6,41.47712588310242
central bank rate of Atlantis?,31360,23,-2,910.3190550824969,634.4161176128988,0.6969162230218334,3.1247630054955597,2.6058074349033995,0.5893218975208171,2589431.051103376,0.29625196295836287,0.09594913616720514,0.006720594322486104,8,8.939525336027145,82.57114321120459,9.086866523241364,8.572824478149414,10.743674278259277,12.29651346206665,12.501845359802246,16,100.17964418802512,1.6798079013824463,0.45049065351486206,2.1985279958706625e-13,909.2195332050323,0.0012078423178397701,895.1160311698914,0.0167007642295566,704.6606540679932,0.22591903340512398,898.9842596731357,381.5446674947358,0.0005909677691694489,272.12179577306733,0.280595772704914,hallucination_prone,7,42.86812782287598
UN seat number of Atlantis?,31360,23,-2,888.4297063167986,659.3277786133588,0.7421271192593971,4.97960835949564,3.1690695889237412,0.4394244329937155,3930441.4437435083,0.29519371867211014,0.10502117021141812,0.0007691771372585908,8,11.050521194934845,125.33295420100472,11.195220149733757,10.72627878189087,13.058160305023193,15.111360025405883,15.448928833007812,16,79.35794869901221,2.1956939697265625,0.3144136667251587,1.783554006229225e-13,889.3827348947525,0.0010727112918194708,899.6559977531433,0.012636105430204493,923.9788055419922,0.04001340676976119,3134.5287815263005,726.8982320858311,0.024132918736618124,2719.299577126596,0.9293985511576417,hallucination_prone,8,43.16865110397339
airport code of Neverland?,31360,23,-2,1024.5012840272145,639.7867636440474,0.624486053476778,3.62072894657607,2.8563028630221075,0.5312880319535532,3800327.533550068,0.3013896183043054,0.10428933346863832,6.826237793136024e-05,8,10.887389719486237,121.18391369738737,11.00835653934716,11.099017143249512,12.279112815856934,14.75157709121704,15.182161331176758,16,93.06577965250737,2.5764739513397217,0.4493909776210785,1.8187291231777914e-13,1024.9318182468414,0.00042023785264037764,1021.6623544692993,0.0027710356269692996,938.5282516479492,0.08391695912894676,4262.776112350449,1090.2362018594156,0.001588575627547928,3185.459197821081,0.8465621266099517,hallucination_prone,9,40.68139028549194
Capital of the planet Vulcan?,31360,23,-2,1020.6032154314142,568.5969554539134,0.5571185225137313,3.211251030896188,2.3538930952462107,0.5131484463424267,3344938.3764176373,0.30122387474588674,0.10151457291988715,0.016723446773846844,8,10.167393952608109,106.66257577862363,10.327757538721736,10.117393016815186,12.29721736907959,13.955536556243896,14.207487106323242,16,98.82137643189049,2.908954620361328,0.3285691738128662,1.9371431317666083e-13,1024.6442258358002,0.003959433346168491,1031.888484954834,0.011057450488875239,984.9747657775879,0.0349092077264973,5542.483700459321,2901.7518870810436,0.0005207177509620283,4765.885949667454,0.8792092465532941,hallucination_prone,10,37.95334815979004
constitutional article of Eldoria?,31360,23,-2,774.8496359199657,504.7669647566656,0.6514386035135239,4.931090545903157,3.025648675766532,0.41235016575826205,2960587.1093369424,0.28924647792876534,0.09886107999818615,0.00016752799006537593,8,9.562702625989914,94.40647670079535,9.716299537416257,9.321287631988525,12.057178497314453,12.205254507064819,12.222516059875488,16,79.74740104872609,2.1721384525299072,0.3344341516494751,2.0579171696238591e-13,777.3742824792862,0.003258240621514872,786.4217162132263,0.014934614093896063,823.6367225646973,0.06296329556483224,3042.5034021325855,393.1383348503085,0.015064701626655621,2497.3973286191735,0.9009764536278062,hallucination_prone,11,188.33056092262268
public debt of Neverland?,31360,23,-2,813.711342103819,582.6703009229833,0.7160651090551488,4.5326877685429725,3.288871323599886,0.4975593430316597,3001211.0934886397,0.2913741602839625,0.09915734757681635,0.027365650906630592,8,9.690988510847092,95.70188435869387,9.782733992023594,10.086923122406006,11.109582424163818,11.315986728668213,11.343822479248047,16,83.1783162832803,2.3801093101501465,0.373055636882782,2.0467676114504157e-13,814.5530521869659,0.0010344086896598246,815.4086470603943,0.0020858809122495164,773.4543323516846,0.04947332999937231,1117.452452983145,577.7816066433562,0.009648726804378335,373.8053528657339,0.09100926725698014,hallucination_prone,12,99.41562819480896
Capital of the Moon Kingdom?,31360,23,-2,627.7822645057362,480.0182355433026,0.7646253529019786,5.08730295223054,3.155083257995269,0.4320161752910407,2004959.8745481363,0.2800953649469138,0.0903879593774788,0.01467035293085845,8,7.927222281694412,63.933669469009445,7.995853267100982,7.86210560798645,8.97644853591919,9.940300941467285,10.105816841125488,16,78.5134798669548,3.209336996078491,0.18402354419231415,2.5008141782269746e-13,629.2959302663803,0.002411131766896701,637.1907591819763,0.01498687555891308,716.5436744689941,0.1413888460725172,2486.3522521868526,822.2769229113679,0.0014771174650774891,2213.542776784232,0.9372645930273489,hallucination_prone,13,123.94242715835571
inflation rate of Atlantis?,31360,23,-2,780.454872979659,634.2963459319321,0.8127264854023956,4.1858376728040145,3.054606998871547,0.525884512148393,2549634.7843724107,0.2895598660953284,0.09561243936083288,0.0003311934458992757,8,8.883015394210815,81.30212960371207,9.016769355135578,8.265079975128174,10.210917949676514,12.860012912750243,13.270820617675781,16,86.55593175787043,1.7741851806640625,0.47523263096809387,2.2167018053090086e-13,781.8575948476791,0.0017973132292259408,788.7718677520752,0.010656599196649524,744.15602684021,0.04650985905292054,648.1635245926585,488.748164717122,0.010135384396723958,212.5790581311571,0.12196983200960587,hallucination_prone,14,1139.381828069687
inflation rate of Westeros?,32256,23,-2,677.5926615971512,451.44719092410844,0.6662515940771897,3.978155986734884,2.813195453139599,0.4827391806736407,1826497.9787428498,0.2834150570994262,0.08774894928602679,0.006134332022515299,8,7.44892019033432,56.62506134495442,7.524962547744302,7.47723650932312,9.195401668548584,9.264327716827392,9.269775390625,16,90.04598458768113,1.9923278093338013,0.3990117013454437,2.655031812211389e-13,680.3736090660095,0.004104158185986537,702.6147246360779,0.03692788375238195,913.1300926208496,0.3476091822903065,1057.6410970475981,596.778765642,9.270461616010278e-05,453.30183836696256,0.47313612996857923,hallucination_prone,15,2460.9489839076996
airport code of the planet Vulcan?,32256,23,-2,849.380095163959,557.8596602381461,0.6567844754243501,4.354014492940431,2.796351742997195,0.4386151685753553,3141188.717430261,0.29323942537429487,0.0995359240704992,0.005053649773595101,8,9.717824101448059,97.38308275763458,9.86828671845496,10.213537693023682,11.371111869812012,12.020747470855712,12.134052276611328,16,86.07168796336484,1.906097412109375,0.6403356194496155,2.0268733225408212e-13,852.8974652290344,0.0041411025347802876,865.1328682899475,0.018546200005955693,920.0821876525879,0.08323963899222396,2856.264390564523,893.5963458515027,6.560039926404814e-06,1943.774872307278,0.78635617256074,hallucination_prone,16,90.58331871032715
internet domain of the planet Vulcan?,32256,23,-2,785.556282602981,522.988691548983,0.6657558511479692,3.772326546588601,2.7948458066954265,0.5063605311520595,2327897.706539362,0.28984313509017534,0.09302210423797962,0.017594227992136422,8,8.380085438489914,72.16944774737605,8.495260310748344,8.185077667236328,9.862031936645508,11.187886190414428,11.410809516906738,16,92.46994840275697,2.3349411487579346,0.4047170579433441,2.3549221758934287e-13,787.0165258646011,0.0018588652321403739,809.2426657676697,0.03015236933272634,977.4614334106445,0.24429204508654137,3124.928977790653,813.8824546383286,1.2845075396751566e-05,692.7026641351745,0.1369838736426475,hallucination_prone,17,137.10144305229187
constitutional article of the planet Vulcan?,32256,23,-2,708.6145999253611,479.6825077565519,0.6769300375790684,5.1584630306367165,3.0551163134587602,0.4027957728726931,2590243.034758099,0.2853613824400733,0.09534354160122448,0.006669198745993954,8,8.855522155761719,80.30267344860178,8.961175896532875,8.455629348754883,10.842319011688232,12.200129270553589,12.379551887512207,16,79.07607306307295,2.1528093814849854,0.3213951885700226,2.2340927598365065e-13,710.4919105768204,0.0026492689420413392,732.305645942688,0.03343290699884294,926.8437385559082,0.3079659079188223,1509.0640592672917,842.2328250785782,1.653837031611074e-05,854.4750369577528,0.509626406187534,hallucination_prone,18,101.83190393447876
What is the capital of Atlantis?,32256,23,-2,1001.0821487110891,678.8070336322367,0.6780732575305752,4.073983801239657,2.7568378430297935,0.46635893405832807,4082805.884700429,0.3003842105474949,0.10523555816127807,0.00011772966246349569,8,10.966775685548782,126.5750832310401,11.25055924081288,10.61787748336792,13.889799118041992,17.29645524024963,17.890472412109375,16,88.98065663077826,2.277277946472168,0.3232930898666382,1.7758997677619001e-13,994.3559765815735,0.006718901279156408,948.1249451637268,0.052899957926075845,629.1549682617188,0.37152513500338885,2233.2861959527827,1959.5396446936168,7.581104187744189e-06,1479.2882579097468,0.3723992447107821,hallucination_prone,19,98.91268610954285
