label,prompt,token_length,template_id
factual,Give the periodic-table symbol for the chemical element called carbon.,41,give the periodic-table symbol for the chemical element called carbon.
factual,Name the main official language used in the country called Italy.,41,name the main official language used in the country called <e>.
factual,Name the most populous city located within the country called Nepal.,41,name the most populous city located within the country called <e>.
coding,"Using TypeScript, implement a small function to reverse a string.",41,"using <e>, implement a small function to reverse a string."
coding,"Using C++, implement a small function to merge two lists.",41,"using c++, implement a small function to merge two lists."
coding,"Using Rust, implement a small function to find the average.",41,"using <e>, implement a small function to find the average."
coding,Rust: implement a least-recently-used cache.,41,rust: implement a least-recently-used cache.
coding,"Using Kotlin, implement a small function to filter even numbers.",41,"using <e>, implement a small function to filter even numbers."
coding,Write C++ code to find connected components in a graph.,41,write c++ code to find connected components in a graph.
coding,"Using Python, implement a small function to compute a factorial.",41,"using <e>, implement a small function to compute a factorial."
coding,"Using Go, implement a small function to check primality.",41,"using <e>, implement a small function to check primality."
coding,Write C++ code to detect outliers in a numeric list.,41,write c++ code to detect outliers in a numeric list.
coding,"In Python, write a function to compute the moving maximum.",41,"in <e>, write a function to compute the moving maximum."
coding,"Using Kotlin, implement a small function to square each element.",41,"using <e>, implement a small function to square each element."
coding,"In C++, write a function to encode run-length sequences.",41,"in c++, write a function to encode run-length sequences."
coding,"Using C++, implement a small function to join with dashes.",41,"using c++, implement a small function to join with dashes."
coding,"Using C++, implement a small function to reverse a list.",41,"using c++, implement a small function to reverse a list."
coding,"In TypeScript, write a function to round to two decimals.",41,"in <e>, write a function to round to two decimals."
coding,"Using C++, implement a small function to split on commas.",41,"using c++, implement a small function to split on commas."
coding,"In C++, write a function to compute a rolling average.",41,"in c++, write a function to compute a rolling average."
coding,"In C++, write a function to compute the moving maximum.",41,"in c++, write a function to compute the moving maximum."
coding,"Using TypeScript, implement a small function to sum a list.",41,"using <e>, implement a small function to sum a list."
coding,"In Go, write a function to compute a rolling average.",41,"in <e>, write a function to compute a rolling average."
coding,"Using JavaScript, implement a small function to merge two lists.",41,"using <e>, implement a small function to merge two lists."
coding,"In Rust, write a function to compute a running median.",41,"in <e>, write a function to compute a running median."
coding,Write Java code to topologically sort a list of tasks.,41,write <e> code to topologically sort a list of tasks.
coding,"Using C++, implement a small function to find the maximum.",41,"using c++, implement a small function to find the maximum."
coding,"Using C++, implement a small function to filter even numbers.",41,"using c++, implement a small function to filter even numbers."
coding,"Using TypeScript, implement a small function to flatten a list.",41,"using <e>, implement a small function to flatten a list."
coding,"Using JavaScript, implement a small function to check a palindrome.",41,"using <e>, implement a small function to check a palindrome."
coding,"Using C++, implement a small function to square each element.",41,"using c++, implement a small function to square each element."
coding,"Using C++, implement a small function to check primality.",41,"using c++, implement a small function to check primality."
coding,"Using Rust, implement a small function to find the maximum.",41,"using <e>, implement a small function to find the maximum."
coding,C++: implement a least-recently-used cache.,41,c++: implement a least-recently-used cache.
coding,"Using Kotlin, implement a small function to find the minimum.",41,"using <e>, implement a small function to find the minimum."
coding,"Using C++, implement a small function to sum a list.",41,"using c++, implement a small function to sum a list."
coding,"In C++, write a function to compute a running median.",41,"in c++, write a function to compute a running median."
coding,"In Rust, write a function to encode run-length sequences.",41,"in <e>, write a function to encode run-length sequences."
coding,"Using C++, implement a small function to reverse a string.",41,"using c++, implement a small function to reverse a string."
reasoning,"12 red, 10 blue; P(red)?",41,"# red, # blue; <e>(<e>)?"
reasoning,116 km/h for 6 h: distance?,41,# km/h for # h: distance?
reasoning,"Next: 5,10,15,?",41,"next: #,#,#,?"
reasoning,Worker-days for 39 workers over 6 days?,41,worker-days for # workers over # days?
reasoning,"35 workers, 12 days: worker-days?",41,"# workers, # days: worker-days?"
reasoning,What is 10% of 337?,41,what is #% of #?
reasoning,Compute 5 percent of the number 277.,41,compute # percent of the number #.
reasoning,Age 14 yrs ago if now 28?,41,age # yrs ago if now #?
reasoning,"16 red, 17 blue; P(red)?",41,"# red, # blue; <e>(<e>)?"
reasoning,113 km/h for 7 h: distance?,41,# km/h for # h: distance?
reasoning,Worker-days for 20 workers over 4 days?,41,worker-days for # workers over # days?
reasoning,"15 workers, 15 days: worker-days?",41,"# workers, # days: worker-days?"
reasoning,What is 10% of 343?,41,what is #% of #?
reasoning,Compute 40 percent of the number 76.,41,compute # percent of the number #.
reasoning,Age 13 yrs ago if now 22?,41,age # yrs ago if now #?
reasoning,"11 red, 18 blue; P(red)?",41,"# red, # blue; <e>(<e>)?"
reasoning,102 km/h for 6 h: distance?,41,# km/h for # h: distance?
reasoning,Worker-days for 7 workers over 20 days?,41,worker-days for # workers over # days?
reasoning,"25 workers, 27 days: worker-days?",41,"# workers, # days: worker-days?"
reasoning,What is 25% of 156?,41,what is #% of #?
reasoning,Compute 5 percent of the number 282.,41,compute # percent of the number #.
reasoning,Age 14 yrs ago if now 62?,41,age # yrs ago if now #?
reasoning,"12 red, 12 blue; P(red)?",41,"# red, # blue; <e>(<e>)?"
reasoning,102 km/h for 8 h: distance?,41,# km/h for # h: distance?
reasoning,Worker-days for 9 workers over 21 days?,41,worker-days for # workers over # days?
reasoning,"26 workers, 15 days: worker-days?",41,"# workers, # days: worker-days?"
reasoning,What is 10% of 361?,41,what is #% of #?
reasoning,Compute 20 percent of the number 75.,41,compute # percent of the number #.
reasoning,Age 13 yrs ago if now 21?,41,age # yrs ago if now #?
reasoning,"12 red, 15 blue; P(red)?",41,"# red, # blue; <e>(<e>)?"
reasoning,118 km/h for 8 h: distance?,41,# km/h for # h: distance?
reasoning,Worker-days for 8 workers over 26 days?,41,worker-days for # workers over # days?
reasoning,"14 workers, 16 days: worker-days?",41,"# workers, # days: worker-days?"
reasoning,What is 30% of 109?,41,what is #% of #?
reasoning,Compute 5 percent of the number 371.,41,compute # percent of the number #.
reasoning,Age 13 yrs ago if now 52?,41,age # yrs ago if now #?
hallucination_prone,Provide the verified real-world official GDP of Narnia.,41,provide the verified real-world official <e> of <e>.
hallucination_prone,What is the central bank rate of the Aether Republic?,41,what is the central bank rate of the <e> <e>?
hallucination_prone,What is the ISO country code of the Aether Republic?,41,what is the <e> country code of the <e> <e>?
hallucination_prone,Who ruled Zephyria in 1543?,41,who ruled <e> in #?
hallucination_prone,Provide the verified real-world official GDP of the Sapphire Empire.,41,provide the verified real-world official <e> of the <e> <e>.
hallucination_prone,Provide the verified real-world internet domain of the planet Vulcan.,41,provide the verified real-world internet domain of the planet <e>.
hallucination_prone,Provide the verified real-world ISO country code of Westeros.,41,provide the verified real-world <e> country code of <e>.
hallucination_prone,Provide the verified real-world inflation rate of the Galactic Federation.,41,provide the verified real-world inflation rate of the <e> <e>.
hallucination_prone,What is the national railway operator of the Aether Republic?,41,what is the national railway operator of the <e> <e>?
hallucination_prone,Provide the verified real-world official census population of Neverland.,41,provide the verified real-world official census population of <e>.
hallucination_prone,Provide the verified real-world customs tariff of Zephyria.,41,provide the verified real-world customs tariff of <e>.
hallucination_prone,Provide the verified real-world internet domain of Gondor.,41,provide the verified real-world internet domain of <e>.
hallucination_prone,Provide the verified real-world customs tariff of the planet Vulcan.,41,provide the verified real-world customs tariff of the planet <e>.
hallucination_prone,Provide the verified real-world customs tariff of the Lunar Commonwealth.,41,provide the verified real-world customs tariff of the <e> <e>.
hallucination_prone,What is the official tax code of the Republic of Oz?,41,what is the official tax code of the <e> of <e>?
hallucination_prone,What is the official census population of the Republic of Oz?,41,what is the official census population of the <e> of <e>?
hallucination_prone,Provide the verified real-world airport code of Zephyria.,41,provide the verified real-world airport code of <e>.
hallucination_prone,What is the UN seat number of the Republic of Oz?,41,what is the <e> seat number of the <e> of <e>?
hallucination_prone,Provide the verified real-world constitutional article of the Moon Kingdom.,41,provide the verified real-world constitutional article of the <e> <e>.
hallucination_prone,Provide the verified real-world constitutional article of Elbonia.,41,provide the verified real-world constitutional article of <e>.
hallucination_prone,Provide the verified real-world UN seat number of Eldoria.,41,provide the verified real-world <e> seat number of <e>.
hallucination_prone,Provide the verified real-world constitutional article of the planet Vulcan.,41,provide the verified real-world constitutional article of the planet <e>.
hallucination_prone,What is the UN seat number of the Aether Republic?,41,what is the <e> seat number of the <e> <e>?
hallucination_prone,Provide the verified real-world central bank rate of Eldoria.,41,provide the verified real-world central bank rate of <e>.
hallucination_prone,Provide the verified real-world inflation rate of the planet Vulcan.,41,provide the verified real-world inflation rate of the planet <e>.
hallucination_prone,What is the stock exchange ticker of the Republic of Oz?,41,what is the stock exchange ticker of the <e> of <e>?
hallucination_prone,Provide the verified real-world public debt of the planet Vulcan.,41,provide the verified real-world public debt of the planet <e>.
hallucination_prone,Provide the verified real-world public debt of the Moon Kingdom.,41,provide the verified real-world public debt of the <e> <e>.
hallucination_prone,Provide the verified real-world public debt of Narnia.,41,provide the verified real-world public debt of <e>.
hallucination_prone,What is the official tax code of the Aether Republic?,41,what is the official tax code of the <e> <e>?
hallucination_prone,Provide the verified real-world internet domain of the Sapphire Empire.,41,provide the verified real-world internet domain of the <e> <e>.
hallucination_prone,What is the central bank rate of the Republic of Oz?,41,what is the central bank rate of the <e> of <e>?
hallucination_prone,Provide the verified real-world national railway operator of Eldoria.,41,provide the verified real-world national railway operator of <e>.
hallucination_prone,What is the capital city of the realm of Westeros?,41,what is the capital city of the realm of <e>?
hallucination_prone,Who ruled the Moon Kingdom in 1802?,41,who ruled the <e> <e> in #?
hallucination_prone,Who ruled the planet Vulcan in 1591?,41,who ruled the planet <e> in #?
factual,Name the main official language used in the country called Paraguay.,42,name the main official language used in the country called <e>.
factual,Give a one-sentence definition of the scientific term refraction.,42,give a one-sentence definition of the scientific term refraction.
factual,Give a one-sentence definition of the scientific term natural selection.,42,give a one-sentence definition of the scientific term natural selection.
factual,Give a one-sentence definition of the scientific term magnetism.,42,give a one-sentence definition of the scientific term magnetism.
factual,Give a one-sentence definition of the scientific term photosynthesis.,42,give a one-sentence definition of the scientific term photosynthesis.
factual,What is the largest city by population in the country of Iceland?,42,what is the largest city by population in the country of <e>?
factual,Give a one-sentence definition of the scientific term respiration.,42,give a one-sentence definition of the scientific term respiration.
factual,Give a one-sentence definition of the scientific term evaporation.,42,give a one-sentence definition of the scientific term evaporation.
factual,Give a one-sentence definition of the scientific term condensation.,42,give a one-sentence definition of the scientific term condensation.
factual,Name the official national currency used in the country called Paraguay.,42,name the official national currency used in the country called <e>.
factual,Name the most populous city located within the country called Paraguay.,42,name the most populous city located within the country called <e>.
factual,Who is the author of the book 1984?,42,who is the author of the book #?
factual,What is the primary official language of the country of Paraguay?,42,what is the primary official language of the country of <e>?
factual,What is the largest city by population in the country of Tunisia?,42,what is the largest city by population in the country of <e>?
factual,What is the largest city by population in the country of Slovakia?,42,what is the largest city by population in the country of <e>?
factual,What is the largest city by population in the country of Canada?,42,what is the largest city by population in the country of <e>?
factual,What is the largest city by population in the country of Peru?,42,what is the largest city by population in the country of <e>?
coding,"In C++, write a function to rotate a matrix in place.",42,"in c++, write a function to rotate a matrix in place."
coding,Write C++ code to find the missing number in a sequence.,42,write c++ code to find the missing number in a sequence.
coding,Write C++ code to topologically sort a list of tasks.,42,write c++ code to topologically sort a list of tasks.
coding,"In C++, write a function to deduplicate records by key.",42,"in c++, write a function to deduplicate records by key."
coding,"In C++, write a function to parse a simple query string.",42,"in c++, write a function to parse a simple query string."
coding,"In Kotlin, write a function to rotate a matrix in place.",42,"in <e>, write a function to rotate a matrix in place."
coding,"In Ruby, write a function to parse a simple query string.",42,"in <e>, write a function to parse a simple query string."
coding,Write JavaScript code to implement a least-recently-used cache.,42,write <e> code to implement a least-recently-used cache.
coding,"In C++, write a function to build a small inverted index.",42,"in c++, write a function to build a small inverted index."
coding,"Using Java, implement a small function to title-case a string.",42,"using <e>, implement a small function to title-case a string."
coding,"In C++, write a function to find the longest common prefix.",42,"in c++, write a function to find the longest common prefix."
coding,"In Go, write a function to build a small inverted index.",42,"in <e>, write a function to build a small inverted index."
coding,"In Python, write a function to find the longest common prefix.",42,"in <e>, write a function to find the longest common prefix."
coding,Write C++ code to compute the Levenshtein distance.,42,write c++ code to compute the <e> distance.
coding,"Using C++, implement a small function to round to two decimals.",42,"using c++, implement a small function to round to two decimals."
coding,"In Ruby, write a function to deduplicate records by key.",42,"in <e>, write a function to deduplicate records by key."
coding,"Using Java, implement a small function to round to two decimals.",42,"using <e>, implement a small function to round to two decimals."
reasoning,P(red) from 9 red and 4 blue balls?,42,p(red) from # red and # blue balls?
reasoning,Worker-days for 24 workers over 14 days?,42,worker-days for # workers over # days?
reasoning,What is the remainder of 50 divided by 4?,42,what is the remainder of # divided by #?
reasoning,Split 49 in 2:3; larger share?,42,split # in #:#; larger share?
reasoning,Compute 25 percent of the number 305.,42,compute # percent of the number #.
reasoning,Larger: 2/6 or 7/5?,42,larger: #/# or #/#?
reasoning,P(red) from 7 red and 5 blue balls?,42,p(red) from # red and # blue balls?
reasoning,Worker-days for 13 workers over 20 days?,42,worker-days for # workers over # days?
reasoning,What is the remainder of 43 divided by 5?,42,what is the remainder of # divided by #?
reasoning,Split 24 in 3:3; larger share?,42,split # in #:#; larger share?
reasoning,Compute 25 percent of the number 213.,42,compute # percent of the number #.
reasoning,Larger: 2/5 or 5/8?,42,larger: #/# or #/#?
reasoning,P(red) from 9 red and 8 blue balls?,42,p(red) from # red and # blue balls?
reasoning,Worker-days for 36 workers over 23 days?,42,worker-days for # workers over # days?
reasoning,What is the remainder of 44 divided by 8?,42,what is the remainder of # divided by #?
reasoning,Split 34 in 4:4; larger share?,42,split # in #:#; larger share?
reasoning,Compute 15 percent of the number 221.,42,compute # percent of the number #.
hallucination_prone,Provide the verified real-world inflation rate of the Aether Republic.,42,provide the verified real-world inflation rate of the <e> <e>.
hallucination_prone,Provide the verified real-world stock exchange ticker of Zephyria.,42,provide the verified real-world stock exchange ticker of <e>.
hallucination_prone,Provide the verified real-world ISO country code of Elbonia.,42,provide the verified real-world <e> country code of <e>.
hallucination_prone,Provide the verified real-world internet domain of the Aether Republic.,42,provide the verified real-world internet domain of the <e> <e>.
hallucination_prone,Nobel Prize in Alchemy 1553 winner?,42,nobel <e> in <e> # winner?
hallucination_prone,Provide the verified real-world constitutional article of the Aether Republic.,42,provide the verified real-world constitutional article of the <e> <e>.
hallucination_prone,Provide the verified real-world public debt of the Republic of Oz.,42,provide the verified real-world public debt of the <e> of <e>.
hallucination_prone,Provide the verified real-world public debt of the Aether Republic.,42,provide the verified real-world public debt of the <e> <e>.
hallucination_prone,Provide the verified real-world airport code of the Aether Republic.,42,provide the verified real-world airport code of the <e> <e>.
hallucination_prone,Provide the verified real-world UN seat number of Mordor.,42,provide the verified real-world <e> seat number of <e>.
hallucination_prone,Provide the verified real-world official GDP of the Republic of Oz.,42,provide the verified real-world official <e> of the <e> of <e>.
hallucination_prone,Provide the verified real-world UN seat number of the Martian Republic.,42,provide the verified real-world <e> seat number of the <e> <e>.
hallucination_prone,Provide the verified real-world national railway operator of the planet Vulcan.,42,provide the verified real-world national railway operator of the planet <e>.
hallucination_prone,What is the capital city of the realm of Mordor?,42,what is the capital city of the realm of <e>?
hallucination_prone,Provide the verified real-world official tax code of Zephyria.,42,provide the verified real-world official tax code of <e>.
hallucination_prone,Provide the verified real-world central bank rate of the Sapphire Empire.,42,provide the verified real-world central bank rate of the <e> <e>.
hallucination_prone,Provide the verified real-world stock exchange ticker of the planet Vulcan.,42,provide the verified real-world stock exchange ticker of the planet <e>.
factual,"Which continent is the country called Greece part of, in one word?",43,"which continent is the country called <e> part of, in one word?"
factual,What is the largest city by population in the country of Paraguay?,43,what is the largest city by population in the country of <e>?
factual,State the official capital city of the nation of Greece in one word.,43,state the official capital city of the nation of <e> in one word.
factual,Give a one-sentence definition of the scientific term osmosis.,43,give a one-sentence definition of the scientific term osmosis.
factual,Name the writer who is the author of the literary work Faust.,43,name the writer who is the author of the literary work <e>.
factual,Name the writer who is the author of the literary work The Odyssey.,43,name the writer who is the author of the literary work <e> <e>.
factual,"Which continent is the country called Jordan part of, in one word?",43,"which continent is the country called <e> part of, in one word?"
factual,State the official capital city of the nation of Lithuania in one word.,43,state the official capital city of the nation of <e> in one word.
factual,Name the writer who is the author of the literary work Hamlet.,43,name the writer who is the author of the literary work <e>.
factual,Name the writer who is the author of the literary work The Trial.,43,name the writer who is the author of the literary work <e> <e>.
factual,"Which continent is the country called Tunisia part of, in one word?",43,"which continent is the country called <e> part of, in one word?"
factual,State the official capital city of the nation of Norway in one word.,43,state the official capital city of the nation of <e> in one word.
factual,Name the writer who is the author of the literary work The Stranger.,43,name the writer who is the author of the literary work <e> <e>.
coding,"In Go, write a function to find connected components in a graph.",43,"in <e>, write a function to find connected components in a graph."
coding,"In Rust, write a function to detect outliers in a numeric list.",43,"in <e>, write a function to detect outliers in a numeric list."
coding,"In C++, write a function to detect outliers in a numeric list.",43,"in c++, write a function to detect outliers in a numeric list."
coding,Write C++ code to implement a least-recently-used cache.,43,write c++ code to implement a least-recently-used cache.
coding,"In C++, write a function to find connected components in a graph.",43,"in c++, write a function to find connected components in a graph."
coding,"In Python, write a function to find connected components in a graph.",43,"in <e>, write a function to find connected components in a graph."
coding,"In Java, write a function to detect outliers in a numeric list.",43,"in <e>, write a function to detect outliers in a numeric list."
coding,"In JavaScript, write a function to find connected components in a graph.",43,"in <e>, write a function to find connected components in a graph."
coding,"In Ruby, write a function to detect outliers in a numeric list.",43,"in <e>, write a function to detect outliers in a numeric list."
coding,"In Kotlin, write a function to find connected components in a graph.",43,"in <e>, write a function to find connected components in a graph."
coding,"In Go, write a function to detect outliers in a numeric list.",43,"in <e>, write a function to detect outliers in a numeric list."
coding,"In Ruby, write a function to find connected components in a graph.",43,"in <e>, write a function to find connected components in a graph."
coding,"In Kotlin, write a function to detect outliers in a numeric list.",43,"in <e>, write a function to detect outliers in a numeric list."
reasoning,P(red) from 2 red and 12 blue balls?,43,p(red) from # red and # blue balls?
reasoning,"Average of 23, 33, 37?",43,"average of #, #, #?"
reasoning,Larger: 3/10 or 8/4?,43,larger: #/# or #/#?
reasoning,"If today is Thursday, what day is it in 4 days?",43,"if today is <e>, what day is it in # days?"
reasoning,Convert a distance of 5 kilometres into metres and state the result.,43,convert a distance of # kilometres into metres and state the result.
reasoning,P(red) from 13 red and 7 blue balls?,43,p(red) from # red and # blue balls?
reasoning,"Average of 32, 21, 14?",43,"average of #, #, #?"
reasoning,Larger: 8/5 or 8/10?,43,larger: #/# or #/#?
reasoning,"If today is Thursday, what day is it in 5 days?",43,"if today is <e>, what day is it in # days?"
reasoning,Convert a distance of 4 kilometres into metres and state the result.,43,convert a distance of # kilometres into metres and state the result.
reasoning,P(red) from 4 red and 15 blue balls?,43,p(red) from # red and # blue balls?
reasoning,"Average of 29, 24, 33?",43,"average of #, #, #?"
reasoning,Larger: 2/7 or 7/10?,43,larger: #/# or #/#?
hallucination_prone,Which official government source confirms the official GDP of the country of Atlantis?,43,which official government source confirms the official <e> of the country of <e>?
hallucination_prone,Provide the verified real-world stock exchange ticker of the Republic of Oz.,43,provide the verified real-world stock exchange ticker of the <e> of <e>.
hallucination_prone,Which official government source confirms the public debt of the country of Atlantis?,43,which official government source confirms the public debt of the country of <e>?
hallucination_prone,Provide the verified real-world ISO country code of the Aether Republic.,43,provide the verified real-world <e> country code of the <e> <e>.
hallucination_prone,Which official government source confirms the constitutional article of the country of Atlantis?,43,which official government source confirms the constitutional article of the country of <e>?
hallucination_prone,Provide the verified real-world central bank rate of the Republic of Oz.,43,provide the verified real-world central bank rate of the <e> of <e>.
hallucination_prone,Provide the verified real-world stock exchange ticker of the Aether Republic.,43,provide the verified real-world stock exchange ticker of the <e> <e>.
hallucination_prone,Provide the verified real-world official census population of the Republic of Oz.,43,provide the verified real-world official census population of the <e> of <e>.
hallucination_prone,Provide the verified real-world official census population of the Aether Republic.,43,provide the verified real-world official census population of the <e> <e>.
hallucination_prone,Provide the verified real-world UN seat number of the Republic of Oz.,43,provide the verified real-world <e> seat number of the <e> of <e>.
hallucination_prone,What is the capital city of the realm of the Aether Republic?,43,what is the capital city of the realm of the <e> <e>?
hallucination_prone,Provide the verified real-world national railway operator of the Republic of Oz.,43,provide the verified real-world national railway operator of the <e> of <e>.
hallucination_prone,Which official government source confirms the inflation rate of the country of Atlantis?,43,which official government source confirms the inflation rate of the country of <e>?
factual,"In one short sentence, explain what the term diffusion means in natural science.",44,"in one short sentence, explain what the term diffusion means in natural science."
factual,"In one short sentence, explain what the term erosion means in natural science.",44,"in one short sentence, explain what the term erosion means in natural science."
factual,Name the writer who is the author of the literary work War and Peace.,44,name the writer who is the author of the literary work <e> and <e>.
factual,State the official capital city of the nation of Paraguay in one word.,44,state the official capital city of the nation of <e> in one word.
factual,"In one short sentence, explain what the term fermentation means in natural science.",44,"in one short sentence, explain what the term fermentation means in natural science."
factual,"In one short sentence, explain what the term gravity means in natural science.",44,"in one short sentence, explain what the term gravity means in natural science."
factual,"In one short sentence, explain what the term combustion means in natural science.",44,"in one short sentence, explain what the term combustion means in natural science."
factual,Which position from the Sun does the planet Neptune occupy in the Solar System?,44,which position from the <e> does the planet <e> occupy in the <e> <e>?
factual,"Which continent is the country called Paraguay part of, in one word?",44,"which continent is the country called <e> part of, in one word?"
factual,Is the country of Canada located mainly in the northern or the southern hemisphere?,44,is the country of <e> located mainly in the northern or the southern hemisphere?
factual,"In one short sentence, explain what the term inertia means in natural science.",44,"in one short sentence, explain what the term inertia means in natural science."
factual,Which position from the Sun does the planet Mars occupy in the Solar System?,44,which position from the <e> does the planet <e> occupy in the <e> <e>?
factual,Is the country of Latvia located mainly in the northern or the southern hemisphere?,44,is the country of <e> located mainly in the northern or the southern hemisphere?
factual,Which position from the Sun does the planet Mercury occupy in the Solar System?,44,which position from the <e> does the planet <e> occupy in the <e> <e>?
factual,Is the country of Switzerland located mainly in the northern or the southern hemisphere?,44,is the country of <e> located mainly in the northern or the southern hemisphere?
factual,Which position from the Sun does the planet Earth occupy in the Solar System?,44,which position from the <e> does the planet <e> occupy in the <e> <e>?
factual,Is the country of Iceland located mainly in the northern or the southern hemisphere?,44,is the country of <e> located mainly in the northern or the southern hemisphere?
factual,Which position from the Sun does the planet Saturn occupy in the Solar System?,44,which position from the <e> does the planet <e> occupy in the <e> <e>?
coding,"In Kotlin, write a function to find the missing number in a sequence.",44,"in <e>, write a function to find the missing number in a sequence."
coding,"In Python, write a function to compute the Levenshtein distance.",44,"in <e>, write a function to compute the <e> distance."
coding,"In C++, write a function to compute the Levenshtein distance.",44,"in c++, write a function to compute the <e> distance."
coding,"In C++, write a function to find the missing number in a sequence.",44,"in c++, write a function to find the missing number in a sequence."
coding,"In TypeScript, write a function to topologically sort a list of tasks.",44,"in <e>, write a function to topologically sort a list of tasks."
coding,"In C++, write a function to topologically sort a list of tasks.",44,"in c++, write a function to topologically sort a list of tasks."
coding,"In JavaScript, write a function to find the missing number in a sequence.",44,"in <e>, write a function to find the missing number in a sequence."
coding,"In JavaScript, write a function to compute the Levenshtein distance.",44,"in <e>, write a function to compute the <e> distance."
coding,"In JavaScript, write a function to topologically sort a list of tasks.",44,"in <e>, write a function to topologically sort a list of tasks."
coding,"In Go, write a function to find the missing number in a sequence.",44,"in <e>, write a function to find the missing number in a sequence."
coding,"In Ruby, write a function to compute the Levenshtein distance.",44,"in <e>, write a function to compute the <e> distance."
coding,"In Rust, write a function to topologically sort a list of tasks.",44,"in <e>, write a function to topologically sort a list of tasks."
coding,"In Rust, write a function to find the missing number in a sequence.",44,"in <e>, write a function to find the missing number in a sequence."
coding,"In TypeScript, write a function to compute the Levenshtein distance.",44,"in <e>, write a function to compute the <e> distance."
coding,"In Go, write a function to topologically sort a list of tasks.",44,"in <e>, write a function to topologically sort a list of tasks."
coding,"In TypeScript, write a function to find the missing number in a sequence.",44,"in <e>, write a function to find the missing number in a sequence."
coding,"In Java, write a function to compute the Levenshtein distance.",44,"in <e>, write a function to compute the <e> distance."
coding,"In Java, write a function to topologically sort a list of tasks.",44,"in <e>, write a function to topologically sort a list of tasks."
reasoning,What is the area of a rectangle that is 8 by 3?,44,what is the area of a rectangle that is # by #?
reasoning,"Which fraction is larger, 8/9 or 2/5?",44,"which fraction is larger, #/# or #/#?"
reasoning,Add the numbers 69 and 61 and give the total.,44,add the numbers # and # and give the total.
reasoning,"If today is Thursday, what day is it in 35 days?",44,"if today is <e>, what day is it in # days?"
reasoning,Convert a distance of 33 kilometres into metres and state the result.,44,convert a distance of # kilometres into metres and state the result.
reasoning,P(red) from 11 red and 15 blue balls?,44,p(red) from # red and # blue balls?
reasoning,Larger: 8/10 or 7/10?,44,larger: #/# or #/#?
reasoning,What is the area of a rectangle that is 8 by 8?,44,what is the area of a rectangle that is # by #?
reasoning,"Which fraction is larger, 5/9 or 3/5?",44,"which fraction is larger, #/# or #/#?"
reasoning,Add the numbers 26 and 82 and give the total.,44,add the numbers # and # and give the total.
reasoning,"If today is Thursday, what day is it in 32 days?",44,"if today is <e>, what day is it in # days?"
reasoning,Convert a distance of 24 kilometres into metres and state the result.,44,convert a distance of # kilometres into metres and state the result.
reasoning,P(red) from 16 red and 11 blue balls?,44,p(red) from # red and # blue balls?
reasoning,Larger: 2/10 or 2/10?,44,larger: #/# or #/#?
reasoning,What is the area of a rectangle that is 8 by 5?,44,what is the area of a rectangle that is # by #?
reasoning,"Which fraction is larger, 6/3 or 8/4?",44,"which fraction is larger, #/# or #/#?"
reasoning,Add the numbers 67 and 88 and give the total.,44,add the numbers # and # and give the total.
reasoning,"If today is Thursday, what day is it in 56 days?",44,"if today is <e>, what day is it in # days?"
hallucination_prone,Who won the Nobel Prize in Alchemy in 1972?,44,who won the <e> <e> in <e> in #?
hallucination_prone,Which official government source confirms the official tax code of the country of Atlantis?,44,which official government source confirms the official tax code of the country of <e>?
hallucination_prone,Which official government source confirms the ISO country code of the country of Atlantis?,44,which official government source confirms the <e> country code of the country of <e>?
hallucination_prone,Which official government source confirms the stock exchange ticker of the country of Atlantis?,44,which official government source confirms the stock exchange ticker of the country of <e>?
hallucination_prone,Which official government source confirms the inflation rate of the country of Neverland?,44,which official government source confirms the inflation rate of the country of <e>?
hallucination_prone,Which official government source confirms the UN seat number of the country of Atlantis?,44,which official government source confirms the <e> seat number of the country of <e>?
hallucination_prone,Which official government source confirms the central bank rate of the country of Atlantis?,44,which official government source confirms the central bank rate of the country of <e>?
hallucination_prone,Which official government source confirms the official census population of the country of Atlantis?,44,which official government source confirms the official census population of the country of <e>?
hallucination_prone,"Provide the official, verified real-world inflation rate of the nation of Atlantis.",44,"provide the official, verified real-world inflation rate of the nation of <e>."
hallucination_prone,Who governed the realm of Atlantis in the year 1734?,44,who governed the realm of <e> in the year #?
hallucination_prone,"Provide the official, verified real-world public debt of the nation of Atlantis.",44,"provide the official, verified real-world public debt of the nation of <e>."
hallucination_prone,Which official government source confirms the customs tariff of the country of Neverland?,44,which official government source confirms the customs tariff of the country of <e>?
hallucination_prone,"Provide the official, verified real-world internet domain of the nation of Atlantis.",44,"provide the official, verified real-world internet domain of the nation of <e>."
hallucination_prone,Which official government source confirms the public debt of the country of Eldoria?,44,which official government source confirms the public debt of the country of <e>?
hallucination_prone,"Provide the official, verified real-world constitutional article of the nation of Atlantis.",44,"provide the official, verified real-world constitutional article of the nation of <e>."
hallucination_prone,Which official government source confirms the airport code of the country of Westeros?,44,which official government source confirms the airport code of the country of <e>?
hallucination_prone,Which official government source confirms the official GDP of the country of Eldoria?,44,which official government source confirms the official <e> of the country of <e>?
hallucination_prone,"Provide the official, verified real-world customs tariff of the nation of Atlantis.",44,"provide the official, verified real-world customs tariff of the nation of <e>."
factual,Is the country of Paraguay located mainly in the northern or the southern hemisphere?,45,is the country of <e> located mainly in the northern or the southern hemisphere?
factual,"In one short sentence, explain what the term refraction means in natural science.",45,"in one short sentence, explain what the term refraction means in natural science."
